Name,Price,Image,Lab,Active,URL,Pharmacy
ILTUX HCT 40mg/12.5mg x 28 TABLETAS,"₡ 34.475,99 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/9998607.jpg,,HIDROCLOROTIAZIDA + OLMESARTAN,https://www.farmacialabomba.com/detalle-producto/ILTUX-HCT-40MG-12-5MG-X-28-TABLETAS-3592750,labomba
ACICLOVIR 0.05 10 GR UNGÜENTO TÓPICO,"₡ 6.255,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/c4f012b89130080-Aciclovir-10g-F.jpg,,ACICLOVIR,https://www.fischelenlinea.com/detalle-producto/ACICLOVIR-0-05-10-GR-UNGUENTO-TOPICO-9130080,fishel
CEPILLO COLGATE PORTABLE+CREMA DENTAL TOTAL 22 ML,"₡2,733.06",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/00145-0041660_01_2.png,COLGATE PALMOLIVE,GENERAL,https://sucreenlinea.com/0041660-cepillo-colgate-portable-crema-dental-total-22-ml.html,sucre
QUETIAZIC 100 MG TABLETAS VIA ORAL,"₡ 35.995,00 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/42a1d7263594412-QUETIAZIC-TAB-100MG-X30a.jpg,,QUETIAPINA,https://www.farmacialabomba.com/detalle-producto/QUETIAZIC-100-MG-TABLETAS-VIA-ORAL-3594412,labomba
,,,,,https://www.fischelenlinea.com/detalle-producto/ACICLOVIR-CALOX-400-MG-TABLETAS-VIA-ORAL-S9136413,fishel
ENJUAGUE BUCAL COLGATE PERIOGARD 250 ML,"₡6,192.34",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/00141-0041800_01_2.png,COLGATE PALMOLIVE,GENERAL,https://sucreenlinea.com/0041800-colgate-periogard-sol-250-ml.html,sucre
VYMADA 50 MG TABLETAS VIA ORAL,"₡ 23.856,55 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/fa96bda05244139-Vymada-Tabletas-50-mg-x-28.jpg,,SACUBITRILO + VALSARTAN,https://www.farmacialabomba.com/detalle-producto/VYMADA-50-MG-TABLETAS-VIA-ORAL-5244139,labomba
ACICLOVIR CALOX 400 MG TABLETAS VIA ORAL,"₡ 770,01 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/57a340069136413-Aciclovir-30-comprimidos-400MG-.jpg,,ACICLOVIR,https://www.fischelenlinea.com/detalle-producto/ACICLOVIR-CALOX-400-MG-TABLETAS-VIA-ORAL-9136413,fishel
ENJUAGUE BUCAL COLGATE PLAX SOFT MINT 250 ML,"₡2,816.19",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/00132-0042431_03_2.png,COLGATE PALMOLIVE,GENERAL,https://sucreenlinea.com/0042431-colgate-plax-soft-mint-250-ml.html,sucre
COLBER 5 mg x 30 TABLETAS,"₡ 18.388,86 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/2f21c8c29310371.png,,BISOPROLOL FUMARATO,https://www.farmacialabomba.com/detalle-producto/COLBER-5-MG-X-30-TABLETAS-9310371,labomba
ACICLOVIR LABIAL CREMA AL 5% 5 GR,"₡ 4.620,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/5a669ae59130075-ACICLOVIR-LABIAL-CRM-5_-X5-G.jpg,,ACICLOVIR,https://www.fischelenlinea.com/detalle-producto/ACICLOVIR-LABIAL-CREMA-AL-5-5-GR-9130075,fishel
CREMA DENTAL COLGATE SENSITIVE PRO-ALIVIO 75 ML,"₡4,653.32",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/00224-0042800_01_2.png,COLGATE PALMOLIVE,GENERAL,https://sucreenlinea.com/0042800-crema-dental-colgate-sensitive-pro-alivio-75-ml.html,sucre
ILTUXAM 20MG/5MG TABLETAS VIA ORAL,"₡ 31.895,00 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/579f868c3593443.jpg,,AMLODIPINO BESILATO,https://www.farmacialabomba.com/detalle-producto/ILTUXAM-20MG-5MG-TABLETAS-VIA-ORAL-3593443,labomba
,,,,,https://www.fischelenlinea.com/detalle-producto/ACICLOVIR-LABIAL-LISAN-5-GR-UNGUENTO-TOPICO-8094554,fishel
CREMA DENTAL COLGATE SENSITIVE PRO-ALIVIO WHITENING 75 ML,"₡4,354.11",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/00225-0042805_01_2.png,COLGATE PALMOLIVE,GENERAL,https://sucreenlinea.com/0042805-crema-dental-colgate-sensitive-pro-alivio-whitening-75-ml.html,sucre
TIOFLEX SHOT BEBIBLE 50mg/4mg 10 ML,"₡ 1.726,20 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/16b2e41d6150952.png,,Diclofenaco potásico de 50 mg + Tiocolchicósido de 4 mg,https://www.farmacialabomba.com/detalle-producto/TIOFLEX-SHOT-BEBIBLE-50MG-4MG-10-ML-6150952,labomba
,,,,,https://www.fischelenlinea.com/detalle-producto/ACICLOVIR-LISAN-400-MG-TABLETAS-VIA-ORAL-S8094152,fishel
CREMA DENTAL COLGATE TOTAL 12 CLEAN MINT 22 ML,₡990.81,https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/00233-0042850_01_2.png,COLGATE PALMOLIVE,GENERAL,https://sucreenlinea.com/0042850-crema-dental-colgate-total-12-clean-mint-22-ml.html,sucre
SANDOZ KINEPTIA 75 mg x 28 CAPSULAS,"₡ 14.488,28 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/99010808.jpg,,PREGABALINA,https://www.farmacialabomba.com/detalle-producto/SANDOZ-KINEPTIA-75-MG-X-28-CAPSULAS-3777913,labomba
ACICLOVIR LISAN 400 MG TABLETAS VIA ORAL,"₡ 1.144,95 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/8275495a8094152.png,,ACICLOVIR,https://www.fischelenlinea.com/detalle-producto/ACICLOVIR-LISAN-400-MG-TABLETAS-VIA-ORAL-8094152,fishel
CREMA DENTAL COLGATE TOTAL CLEAN MINT 75 ML,"₡2,366.43",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/00226-0042900_01_2.png,COLGATE PALMOLIVE,GENERAL,https://sucreenlinea.com/0042900-crema-dental-colgate-total-clean-mint-75-ml.html,sucre
,,,,,https://www.farmacialabomba.com/detalle-producto/EUCERIN-CREMA-FACIAL-DERMO-PURE-40ML-3743697,labomba
,,,,,https://www.fischelenlinea.com/detalle-producto/ACIDO-ACETICO-AL-0-0125-SOLUCION-1000-ML-7486950,fishel
CREMA DENTAL COLGATE TRIPLE ACCION 75 ML,"₡1,926.07",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/00222-0043150_01_2.png,COLGATE PALMOLIVE,GENERAL,https://sucreenlinea.com/0043150-crema-dental-colgate-triple-accion-75-ml.html,sucre
MIA x 56 TABLETAS,"₡ 22.744,24 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/99054694.jpg,,DROSPIRENONA + ETINILESTRADIOL,https://www.farmacialabomba.com/detalle-producto/MIA-X-56-TABLETAS-6432134,labomba
,,,,,https://www.fischelenlinea.com/detalle-producto/ACIDO-ACETICO-SOLUCION-120-ML-7486920,fishel
MENNEN BABY MAGIC COLONIA 200 ML,"₡3,225.36",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/00134-0043250_05_2.png,COLGATE PALMOLIVE,GENERAL,https://sucreenlinea.com/0043250-colonia-baby-magic-mennen-200-ml.html,sucre
OFF FAMILY REPELENTE LÍQUIDO INSECTOS ATOMIZADOR 177 ml,"₡ 4.392,26 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/462ddfe75781851.png,,"Alcohol, Diethyl Toluamida (5%), Fragancia, Aloe Barbadensis Extract.",https://www.farmacialabomba.com/detalle-producto/OFF-SKINTASTIC-FAMILY-SPRAY-177-ML-5781851,labomba
ÁCIDO FÓLICO 1 MG TABLETAS VÍA ORAL,"₡ 5.846,62 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/e9a661ad4100257-ACIDO-FOLICO-TAB-1MG-X30-10-.jpg,,Vitamina B9,https://www.fischelenlinea.com/detalle-producto/ACIDO-FOLICO-1-MG-TABLETAS-VIA-ORAL-4100257,fishel
HILO DENTAL COLGATE FLUOR/MENTA 25 MT,"₡1,996.77",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/8/1/812-0043350_01_2.png,COLGATE PALMOLIVE,GENERAL,https://sucreenlinea.com/0043350-hilo-dental-fluor-ment-25-mtrs.html,sucre
PEDIASURE CHOCOLATE 400 GR,"₡ 11.150,00 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/e55292c67235007.png,,"Ahora con vitamina K2 natural, adicional a la vitamina K1, vitamina D y calcio para apoyar huesos sanos y fuertes.",https://www.farmacialabomba.com/detalle-producto/PEDIASURE-CHOCOLATE-400-GR-7235007,labomba
,,,,,https://www.fischelenlinea.com/detalle-producto/ACIDO-FOLICO-5-MG-TABLETAS-VIA-ORAL-S6150310,fishel
HILO DENTAL ENCERADO COLGATE TOTAL 25 MT,"₡1,872.54",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/8/1/811-0043400_03_2.png,COLGATE PALMOLIVE,GENERAL,https://sucreenlinea.com/0043400-hilo-dental-total-25-mtrs.html,sucre
DICETEL 100 MG TABLETAS VIA ORAL,"₡ 13.994,54 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/b26f85778550380-DICETEL-100-MG.png,,PINAVERIO BROMURO,https://www.farmacialabomba.com/detalle-producto/DICETEL-100-MG-TABLETAS-VIA-ORAL-8550380,labomba
ÁCIDO FÓLICO 5 MG TABLETAS VIA ORAL,"₡ 236,30 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/aeed86346150310.jpg,,FÓLICO ÁCIDO,https://www.fischelenlinea.com/detalle-producto/ACIDO-FOLICO-5-MG-TABLETAS-VIA-ORAL-6150310,fishel
,,,,,https://sucreenlinea.com/0050100-anginovag-s-10-ml-aerosol.html,sucre
PEDIALYTE COCO 30 mEq 500 ML,"₡ 2.590,00 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/2ee660517236683.jpg,,CITRATO DE SODIO DIHIDRATO,https://www.farmacialabomba.com/detalle-producto/PEDIALYTE-NG-30-COCO-SLN-500-ML-7236683,labomba
,,,,,https://www.fischelenlinea.com/detalle-producto/ACIDO-FOLICO-RAVEN-1-MG-TABLETAS-VIA-ORAL-S6150115,fishel
,,,,,https://sucreenlinea.com/0050200-clyss-go-enema.html,sucre
URIAGE XEMOSE CREMA 400 ML,"₡ 11.971,86 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/d5eb0738Xemose1.jpg,,N/A,https://www.farmacialabomba.com/detalle-producto/URIAGE-XEMOSE-CREMA-400-ML-3514858,labomba
ÁCIDO FÓLICO RAVEN 1 MG TABLETAS VIA ORAL,"₡ 169,66 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/572e94126150115-ACIDO-FOLICO-RAV-TAB-1MG-X30.jpg,,FÓLICO ÁCIDO,https://www.fischelenlinea.com/detalle-producto/ACIDO-FOLICO-RAVEN-1-MG-TABLETAS-VIA-ORAL-6150115,fishel
DISLEP GOTAS 20 ML,"₡9,874.62",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/8/1/810-0050300_01_2.png,FERRER,LEVOSULPIRIDA,https://sucreenlinea.com/0050300-dislep-20-ml-gotas.html,sucre
,,,,,https://www.farmacialabomba.com/detalle-producto/PRUDENCE-CONDONES-HOT-3-UNIDADES-1193962,labomba
ACIERTO PRUEBA DE EMBARAZO,"₡ 5.782,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/c6a90e4c6126797-ACIERTO-PRUEBA-DE-EMBARAZO-650X450px.png,,,https://www.fischelenlinea.com/detalle-producto/ACIERTO-PRUEBA-DE-EMBARAZO-6126797,fishel
NUCLEO C.M.P. FORTE CAPSULAS,"₡11,612.70",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/8/5/850-0051600_01_2.png,FERRER,CITIDIN MONOFOSFATO+URIDIN MONOFOSFATO,https://sucreenlinea.com/0051600-nucleo-cmp-forte-x-30-caps.html,sucre
METOTREXATO 2.5 MG COMPRIMIDOS VÍA ORAL,"₡ 359,35 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/99006692.jpg,,METOTREXATO,https://www.farmacialabomba.com/detalle-producto/METOTREXATO-2-5-MG-COMPRIMIDOS-VIA-ORAL-7711893,labomba
ACIERTO PRUEBA DE EMBARAZO CASERA DIGITAL,"₡ 9.153,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/b99846be6120043_PRUEBA-DE-EMBARAZO-DIGITAL-ACIERTO-82-.png,,KIT DIAGNÓSTICO EMBARAZO,https://www.fischelenlinea.com/detalle-producto/ACIERTO-PRUEBA-DE-EMBARAZO-CASERA-DIGITAL-6120043,fishel
,,,,,https://sucreenlinea.com/0051700-omacor-x-20-caps.html,sucre
ANSDEPCAN SERTRALINA  50 mg TABLETAS VÍA ORAL,"₡ 20.595,32 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/99000873.jpg,,SERTRALINA,https://www.farmacialabomba.com/detalle-producto/ANSDEPCAN-SERTRALINA-50-MG-TABLETAS-VIA-ORAL-3501610,labomba
ACM CICASTIM A (ÁRNICA) 20ML,"₡ 12.495,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/cfbc4d9a1041295-Cicastim-Arnica-650x450.PNG,,"Aqua (Water), Dicaprylyl Carbonate, Cocoglycerides, Propylene Glycol, Glycerin, Acacia Decurrens/Jojoba/Sunflower Seed Wax/Polyglyceryl-3 Esters, Oxidized Corn Oil, Sucrose Stearate, Sucrose Tetrastearate Triacetate, Propanediol, Helichrysum Italicum Flower Oil, Mentha Arvensis Leaf Oil, Allantoin, Arnica Montana Flower Extract, Tocopherol, N-Hydroxysuccinimide, Chrysin, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Stearyl Alcohol, C20-22 Alkyl Phosphate, Glyceryl Behenate, C20-22 Alcohols,",https://www.fischelenlinea.com/detalle-producto/ACM-CICASTIM-A-ARNICA-20ML-1041295,fishel
PEITEL 0.25% CREMA 30 G,"₡17,304.30",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/8/5/852-0051750_01_2.png,FERRER,PREDNICARBATO,https://sucreenlinea.com/0051750-peitel-0-25-30-grs-crema.html,sucre
EUCERIN BEBÉ SHAMPOO Y BAÑO 400 ML,"₡ 13.443,61 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/2f0244cf3745166.png,,N/A,https://www.farmacialabomba.com/detalle-producto/EUCERIN-BEBE-SHAMPOO-Y-BANO-400-ML-3745166,labomba
ACM CICASTIM S GEL SILICONA 15ML,"₡ 13.545,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/993ed3771042995-Cicastim-S-Gel-Silicona-650x450.PNG,,"Dimethicone, Dimethicone Crosspolymer, Trimethylsiloxysilicate, Acohol Denat., Dioleyl Tocopheryl Methylsilanol, Panthenol, Calendula Officinalis Flower Extract, Tocopheryl Acetate, Helianthus Annuus (Sunflower) Seed Oil, Oleyl Alcohol.",https://www.fischelenlinea.com/detalle-producto/ACM-CICASTIM-S-GEL-SILICONA-15ML-1042995,fishel
PSICO-SOMA JARABE 90 ML,"₡5,210.16",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/8/5/853-0051800_01_2.png,FERRER,BROMHIDRATO GLUTAMATO DE MAGNESIO,https://sucreenlinea.com/0051800-psico-soma-90-ml-jarabe.html,sucre
GABOTON 300 MG CÁPSULAS VÍA ORAL,"₡ 20.212,34 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/6552755.jpg,,GABAPENTINA,https://www.farmacialabomba.com/detalle-producto/GABOTON-300-MG-CAPSULAS-VIA-ORAL-6552755,labomba
ACM DEPIWHITE ADVANCE ANTIMANCHAS 40ML,"₡ 15.645,19 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/48e67faa1040441-Depiwhite-Advance-650x450.png,,"Aqua (Water), C12-13 Alkyl Lactate, Vitis Vinifera (Grape) Seed Oil, Glycerin, Glyceryl Stearate, PEG-100 Stearate, Butylene Glycol, Kojic Acid, Propylene Glycol, Cetearyl Alcohol, Stearyl Alcohol, Cyclopentasiloxane, Paraffinum Liquidum (Mineral Oil), Coco-Glucoside, Dimethicone, Potassium Cetyl Phosphate, Magnesium Sulfate, Manganese Sulfate, Lactic Acid, Aluminum Silicate, Ascorbyl Methylsilanol Pectinate, Niacinamide, Reseda Luteola Extract, Arctostaphylos Uva Ursi Leaf Extract, Carum Petros",https://www.fischelenlinea.com/detalle-producto/ACM-DEPIWHITE-ADVANCE-ANTIMANCHAS-40ML-1040441,fishel
SOMAZINA SOLUCION 30 ML,"₡20,366.34",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/1/3/1325-0052300_01_2.png,FERRER,CITICOLINA,https://sucreenlinea.com/0052300-somazina-30-ml-sol.html,sucre
BLADURIL 200 MG TABLETAS VIA ORAL,"₡ 605,00 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/ed3c30b43592637-BLADURIL-TAB-200MG-X20.jpg,,FLAVOXATO,https://www.farmacialabomba.com/detalle-producto/BLADURIL-200-MG-TABLETAS-VIA-ORAL-3592637,labomba
ACM DEPIWHITE LECHE CORPORAL ACLARANTE 200 ML,"₡ 14.125,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/71e96fb71040267-Depiwhite-Leche-Corporal-650x450.PNG,,"Aqua (Water), Glycerin, Paraffinum Liquidum (Mineral Oil), Prunus Armeniaca (Apricot) Kernel Oil, Steareth-2, Butyrospermum Parkii (Shea) Butter, Sorbitan Caprylate, Steareth-21, Hydroxypropyl Starch Phosphate, Cera Alba (Beeswax), Cetyl Alcohol, Simmondsia Chinensis (Jojoba) Seed Oil, Sodium Lactate, Allantoin, Lactic Acid, Magnesium Sulfate Heptahydrate, Manganese Sulfate Monohydrate, Reseda Luteola Extract, Arctostaphylos Uva Ursi Leaf Extract, Carum Petroselinum (Parsley) Extract, Cera Micro",https://www.fischelenlinea.com/detalle-producto/ACM-DEPIWHITE-LECHE-CORPORAL-ACLARANTE-200-ML-1040267,fishel
SOMAZINA COMPRIMIDOS 500 MG,"₡17,045.22",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/1/3/1326-0052400_01_2.png,FERRER,CITICOLINA,https://sucreenlinea.com/0052400-somazina-500-mg-x-10-comp.html,sucre
RILASTIL AQUA INTENSE SPRAY SOLUCION 100 ML,"₡ 12.499,75 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/d84d9c404398639-2.jpg,,Ácido hialurónico de alto y bajo peso molecular: para una hidratación superficial y profunda.Extracto de Hamamelis y PCA.PCA de sodio.,https://www.farmacialabomba.com/detalle-producto/RILASTIL-AQUA-INTENSE-SPRAY-SOLUCION-100-ML-4398639,labomba
ACM DEPIWHITE M PROTECTOR SPF50+ 40ML,"₡ 14.075,06 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/9940561c1041899-Depiwhite-M-invisible-650x450.PNG,,"Aqua (Water), Diisopropyl Sebacate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol [Nano], Titanium Dioxide, Glycerin, Caprylic / Capric Glycerides, Cyclopentasiloxane, Potassium Cetyl phosphate, Glyceryl Stearate, PEG-100 Stearate, Pentylene Glycol, Pearl Powder, Xylitol, Tocopheryl Acetate, Ascorbyl Glucoside, Melanin, Coco-Glucoside, Polyhydroxystearic Acid, Stearic Acid, Alum",https://www.fischelenlinea.com/detalle-producto/ACM-DEPIWHITE-M-PROTECTOR-SPF50-40ML-1041899,fishel
AFRIN SPRAY 15 ML,"₡5,379.48",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/0070477.jpg,BAYER-SCHERING,OXIMETAZOLINA,https://sucreenlinea.com/0070477-afrin-15-ml-atomizador-nasal.html,sucre
ACIDO BORICO ALFA Y OMEGA,"₡ 1.205,90 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/9909087.jpg,,N/A,https://www.farmacialabomba.com/detalle-producto/ACIDO-BORICO-ALFA-Y-OMEGA-7950018,labomba
ACM DEPIWHITE M TINTADO PROTECTOR SPF50+ 40ML,"₡ 16.103,18 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/6f96e5ee1042681-Depiwhite-M-Tintado-650x450.PNG,,"Aqua (Water), Diisopropyl Sebacate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, CI 77891 (Titanium Dioxide), Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol [Nano], Caprylic/Capric Glycerides, Propanediol, Aluminum Starch Octenylsuccinate, Cyclopentasiloxane, Potassium Cetyl Phosphate, Glyceryl Stearate, PEG-100 Stearate, CI 77492 (Iron Oxides), Polyhydroxystearic Acid, Pentylene Glycol, Coco-Glucoside, Decyl Glucoside, Alu",https://www.fischelenlinea.com/detalle-producto/ACM-DEPIWHITE-M-TINTADO-PROTECTOR-SPF50-40ML-1042681,fishel
AFRIN LUB SPRAY 20 ML,"₡7,366.44",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/0070481.jpg,BAYER-SCHERING,OXIMETAZOLINA+GLICERINA,https://sucreenlinea.com/0070481-afrin-lub-20-ml-descongestionante-nasal.html,sucre
ENSURE FRESA 400 GR,"₡ 12.990,01 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/2156cae67234065.png,,N/A,https://www.farmacialabomba.com/detalle-producto/ENSURE-NG-FRESA-400-GR-7234065,labomba
ACM DEPIWHITE MASCARILLA ACLARANTE 40ML,"₡ 13.914,82 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/4d4c994f1040106-Depiwhite-Mascarilla-650x450.PNG,,,https://www.fischelenlinea.com/detalle-producto/ACM-DEPIWHITE-MASCARILLA-ACLARANTE-40ML-1040106,fishel
ALEVE EXTRA FUERTE X 12 TABS,"₡2,734.62",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/0070500_01_2.png,BAYER-SCHERING,NAPROXENO SODICO,https://sucreenlinea.com/0070500-aleve-e-f-x-12-tabs.html,sucre
LANTUS SOLOSTAR 100U/1ML JERINGA PRELLENADA INYECTABLE,"₡ 20.400,00 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/8db430365543623.jpg,,INSULINA GLARGINA,https://www.farmacialabomba.com/detalle-producto/LANTUS-SOLOSTAR-100U-1ML-JERINGA-PRELLENADA-INYECTABLE-5543623,labomba
ACM NOVOPHANE CÁPSULAS ANTICAÍDA Y UÑAS 60 UDS,"₡ 17.599,75 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/4a922e9f1040168-Novaphane-Ca-psulas-650x450.png,,Cistina; Metionina; Cápsula vegetal (endurecedor: Hidroxipropilmetilcelulosa y colorante: Clorofilina de Cobre y Sodio); agente de carga: Fosfato Dicálcico; Gluconato de Hierro; Óxido de Magnesio; Vitamina C (Ácido L-ascórbico); Gluconato de Zinc; extracto de Cola de Caballo (parte aérea de Equisetum arvense L.); Vitamina E (Acetato de DL-alfa tocoferilo); Vitamina B3 (Niacina); L-Arginina; antiaglomerantes: Mono y di-glicéridos de ácidos grasos; Vitamina B5 (D-pantotenato cálcico); Vitamina B6,https://www.fischelenlinea.com/detalle-producto/ACM-NOVOPHANE-CAPSULAS-ANTICAIDA-Y-UNAS-60-UDS-1040168,fishel
ALKA-AD X 12 TABS,"₡3,360.90",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/0070550_01_2.png,BAYER-SCHERING,LOPERAMIDA,https://sucreenlinea.com/0070550-alka-ad-x-12-tabs.html,sucre
BELEZA TABLETAS VÍA ORAL,"₡ 10.823,65 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/f25ba63b5402400.jpg,,DIENOGEST + ESTRADIOL,https://www.farmacialabomba.com/detalle-producto/BELEZA-TABLETAS-VIA-ORAL-5402400,labomba
ACM NOVOPHANE CHAMPÚ ENERGIZANTE 200ML,"₡ 11.907,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/e8f436161040410-Novophane-Energizante-650x450.PNG,,"Aqua (Water), Sodium Laureth Sulfate, Glycerin, Sodium Cocoamphoacetate, Tocopherol, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Coco-Glucoside, Niacinamide, Panthenol, Glyceryl Oleate, Sodium Chloride, PEG-200 Hydrogenated Glyceryl Palmate, PEG-7 Glyceryl Cocoate, Pyridoxine HCL, Biotin, PPG-26-Buteth-26, Guar Hydroxypropyltrimonium Chloride, Citric Acid, Sodium Benzoate, Polyquaternium-10, PEG-40 Hydrogenated Castor Oil, Disodium EDTA, Propylene Glycol, Hydrogenated Palm Glycerides Citrate,",https://www.fischelenlinea.com/detalle-producto/ACM-NOVOPHANE-CHAMPU-ENERGIZANTE-200ML-1040410,fishel
ALKA SELTZER X 12 TABS EFERVESENTES,"₡2,561.22",https://sucreenlinea.com/media/catalog/product/cache/9047563d1f34e7daee3f925fb9ec1291/0/0/0070825.jpg,BAYER-SCHERING,ACIDO ACETILSALICILICO COMBINACIÓN,https://sucreenlinea.com/0070825-alka-seltzer-x-12-tabs.html,sucre
BLOPRESS 8MG TABLETAS VIA ORAL,"₡ 20.882,46 i.v.a.i.",https://app.farmacialabomba.com/Images/Upload/1/2/700ba9873200600.jpg,,CANDESARTAN,https://www.farmacialabomba.com/detalle-producto/BLOPRESS-8MG-TABLETAS-VIA-ORAL-3200600,labomba
ACM NOVOPHANE CREMA REPARADORA UÑAS 15ML,"₡ 11.445,00 i.v.a.i.",https://farmacias.fischelenlinea.com/Images/Upload/1/2/cfbce27b1040519-Novophane-Crema-U-as-650x450.PNG,,"Aqua (Water), Paraffinum Liquidum (Mineral Oil), Glycerin, PEG-30 Dipolyhydroxystearate, Urea, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cera Alba (Beeswax), Ozokerite, Glycine Soja (Soybean) Sterols, Lecithin, Magnesium Sulfate, Panthenol, Sodium Chloride, Tocopheryl Acetate, Squalane, Biotin, 1,2-Hexanediol, Caprylyl Glycol, Disodium EDTA, Parfum (Fragrance).",https://www.fischelenlinea.com/detalle-producto/ACM-NOVOPHANE-CREMA-REPARADORA-UNAS-15ML-1040519,fishel
